479.75,price,
479.75,500681.128,
479.75,494778.992,
479.75,458674.256,
479.75,454512.76,
479.75,444192.008,
479.75,440201.616,
479.75,418753.008,
479.75,414682.648,
479.75,412569.472,
479.75,408637.816,
479.75,406852.304,
479.75,401255.608,
479.75,395242.096,
479.75,393069.76,
479.75,383635.568,
479.75,382120.152,
479.75,376253.808,
479.75,368988.432,
479.75,365863.936,
479.75,362519.72,
479.75,359674.44,
479.75,355251.2,
479.75,354512.112,
479.75,342988.456,
479.75,338078.168,
479.75,334938.872,
479.75,331101.344,
479.75,330677.128,
479.75,327252.112,
479.75,320345.52,
479.75,310522.592,
479.75,310045.712,
479.75,304587.272,
479.75,303597.216,
479.75,302393.384,
479.75,302000.92,
479.75,301635.728,
479.75,300061.48,
479.75,299416.976,
479.75,298926.496,
479.75,298170.88,
479.75,297760.44,
479.75,294582.944,
479.75,293044.496,
479.75,292965.216,
479.75,287350,
479.75,286161.6,
479.75,285223.176,
479.75,282683.544,
479.75,281626.336,
479.75,279555.096,
479.75,276875.632,
479.75,274922.856,
479.75,271793.312,
479.75,271726.752,
479.75,269523.056,
479.75,269225.92,
479.75,268125.08,
479.75,266684.248,
479.75,265129.064,
479.75,263311.696,
479.75,262477.856,
479.75,262423.504,
479.75,258637.008,
479.75,257828.416,
479.75,255629.16,
479.75,252460.4,
479.75,251560.04,
479.75,251332.592,
479.75,251188.824,
479.75,251140.656,
479.75,248337.6,
479.75,245747.2,
479.75,245050.28,
479.75,234314.144,
479.75,234178.16,
479.75,233493.208,
479.75,228581.528,
479.75,228313.024,
479.75,225656.12,
479.75,225452.32,
479.75,225451.984,
479.75,225145.248,
479.75,218630.608,
479.75,217468.224,
479.75,215472.104,
479.75,211904.536,
479.75,211724.096,
479.75,207742.248,
479.75,204302.976,
479.75,201778.048,
479.75,191486.896,
479.75,190909.056,
479.75,183459.488,
479.75,181587.576,
479.75,180307.216,360614.432
479.75,175716.48,
479.75,171795.24,
479.75,168047.264,
size,154282.128,
